"quadrat_id","species_ids"
"2024-CEV3-20240602","[1360187, 1395045, 1362443, 1360203, 1395114, 1505431, 1738679]"
"CBN-PdlC-A1-20130807","[1392608, 1395807, 1394911, 1392535, 1412857, 1397468, 1737507]"
"CBN-PdlC-A1-20130903","[1392608, 1742052, 1394641, 1622901, 1412857, 1388793, 1395807]"
"CBN-PdlC-A1-20140721","[1412857, 1392608, 1394911, 1392535, 1395807, 1397535, 1394643]"
"CBN-PdlC-A1-20140811","[1392608, 1412857, 1395807, 1742052, 1519650, 1388793, 1392539]"
"CBN-PdlC-A1-20140901","[1392608, 1742052, 1394643, 1388793, 1412857, 1392553, 1392539]"
"CBN-PdlC-A1-20150701","[1394911, 1392608, 1392535, 1395807, 1397535, 1394643, 1392539]"
"CBN-PdlC-A1-20150720","[1392608, 1412857, 1392535, 1395807, 1742052, 1394911, 1394540]"
"CBN-PdlC-A1-20150831","[1412857, 1392608, 1742052, 1394643, 1519650, 1394540, 1394641]"
"CBN-PdlC-A1-20160705","[1394911, 1412857, 1392608, 1392535, 1397535, 1360299, 1394643]"
"CBN-PdlC-A1-20160726","[1392608, 1392535, 1412857, 1742052, 1395807, 1394540, 1388793]"
"CBN-PdlC-A1-20170816","[1742052, 1392608, 1412857, 1392535, 1392553, 1394643, 1388793]"
"CBN-PdlC-A1-20170906","[1412857, 1392608, 1392611, 1742052, 1395807, 1392535, 1742053]"
"CBN-PdlC-A1-20180702","[1664563, 1394911, 1397535, 1392608, 1397565, 1393927, 1392534]"
"CBN-PdlC-A1-20180815","[1412857, 1392608, 1395807, 1359835, 1392558, 1396843, 1394540]"
"CBN-PdlC-A1-20180905","[1412857, 1392608, 1360299, 1395807, 1392558, 1742053, 1742052]"
"CBN-PdlC-A1-20190701","[1394911, 1556096, 1394270, 1392535, 1392608, 1737507, 1397535]"
"CBN-PdlC-A1-20190722","[1392608, 1395807, 1742052, 1394540, 1394554, 1412857, 1396843]"
"CBN-PdlC-A1-20190812","[1392608, 1742052, 1412857, 1395807, 1392611, 1394540, 1742053]"
"CBN-PdlC-A1-20190909","[1392608, 1742052, 1394311, 1412857, 1395807, 1397463, 1394641]"
"CBN-PdlC-A1-20200629","[1390933, 1390760, 1361820, 1390790, 1390800, 1394789, 1737426]"
"CBN-PdlC-A1-20200722","[1392608, 1395807, 1742052, 1392535, 1412857, 1394540, 1394643]"
"CBN-PdlC-A1-20200812","[1392608, 1742052, 1412857, 1395807, 1394540, 1742053, 1392611]"
"CBN-PdlC-A2-20130807","[1395807, 1397468, 1412857, 1395974, 1741808, 1392535, 1394911]"
"CBN-PdlC-A2-20130903","[1395807, 1388793, 1394643, 1392535, 1396362, 1389929, 1392539]"
