"quadrat_id","species_ids"
"2024-CEV3-20240602","[1395045, 1360187, 1362443, 1395114, 1738679, 1505431, 1400181, 1360203, 1398449, 1361634, 1558087, 1356817, 1360208, 1362363, 1392774]"
"CBN-PdlC-A1-20130807","[1392608, 1395807, 1392535, 1394911, 1412857, 1741808, 1397468, 1392611, 1389244, 1394270, 1737507, 1392407, 1394643, 1390639, 1393228]"
"CBN-PdlC-A1-20130903","[1392608, 1622901, 1395807, 1394542, 1742052, 1360299, 1394641, 1362271, 1388793, 1394643, 1396144, 1394540, 1395868, 1397046, 1412857]"
"CBN-PdlC-A1-20140721","[1392608, 1394911, 1392535, 1395807, 1412857, 1397535, 1388793, 1392611, 1394554, 1363741, 1393619, 1392534, 1394643, 1361373, 1360299]"
"CBN-PdlC-A1-20140811","[1392608, 1395807, 1412857, 1392535, 1394911, 1394542, 1394540, 1394554, 1742052, 1388793, 1651233, 1519650, 1392539, 1394643, 1396144]"
"CBN-PdlC-A1-20140901","[1392608, 1394643, 1388793, 1742052, 1392553, 1412857, 1396144, 1394311, 1361281, 1395807, 1392535, 1392539, 1360153, 1396439, 1391869]"
"CBN-PdlC-A1-20150701","[1392608, 1392535, 1394911, 1397535, 1394643, 1388793, 1741880, 1395807, 1742052, 1360450, 1392541, 1392539, 1395097, 1394540, 1394554]"
"CBN-PdlC-A1-20150720","[1392608, 1412857, 1392535, 1394911, 1395807, 1394540, 1742052, 1396843, 1394554, 1394643, 1395974, 1359835, 1392407, 1394542, 1396408]"
"CBN-PdlC-A1-20150831","[1392608, 1412857, 1742052, 1395807, 1519650, 1394643, 1394540, 1396843, 1392535, 1394554, 1390793, 1395974, 1392611, 1394641, 1389247]"
"CBN-PdlC-A1-20160705","[1394911, 1392608, 1392535, 1412857, 1397535, 1360299, 1394643, 1392539, 1359921, 1396869, 1395974, 1392553, 1395807, 1392558, 1392611]"
"CBN-PdlC-A1-20160726","[1392608, 1392535, 1742052, 1412857, 1392539, 1394643, 1519650, 1395807, 1392553, 1394540, 1360299, 1394908, 1388793, 1394911, 1392534]"
"CBN-PdlC-A1-20170816","[1392608, 1412857, 1742052, 1392553, 1392535, 1394643, 1396809, 1394311, 1388793, 1397042, 1425722, 1389929, 1394345, 1360299, 1394542]"
"CBN-PdlC-A1-20170906","[1412857, 1392608, 1392611, 1395807, 1392535, 1392553, 1742053, 1360299, 1397463, 1742052, 1394643, 1519650, 1737693, 1394540, 1357575]"
"CBN-PdlC-A1-20180702","[1392608, 1664563, 1397535, 1394911, 1397565, 1394597, 1361389, 1395974, 1394643, 1392535, 1394910, 1356359, 1361701, 1392553, 1393927]"
"CBN-PdlC-A1-20180815","[1412857, 1392608, 1395807, 1359835, 1394554, 1394910, 1392611, 1396843, 1392558, 1396408, 1357608, 1664563, 1388793, 1394542, 1360299]"
"CBN-PdlC-A1-20180905","[1392608, 1412857, 1360299, 1392553, 1392606, 1395807, 1390793, 1392611, 1395974, 1394540, 1742052, 1396253, 1392558, 1394311, 1393657]"
"CBN-PdlC-A1-20190701","[1394911, 1392535, 1392608, 1395974, 1556096, 1394270, 1394595, 1394910, 1395942, 1737507, 1392565, 1741808, 1397535, 1397468, 1395948]"
"CBN-PdlC-A1-20190722","[1392608, 1742052, 1395807, 1394554, 1394540, 1396843, 1396869, 1360591, 1396898, 1392611, 1395974, 1361367, 1492664, 1394542, 1357220]"
"CBN-PdlC-A1-20190812","[1392608, 1392611, 1412857, 1395807, 1742052, 1394554, 1392566, 1361141, 1394540, 1397497, 1361372, 1394542, 1359835, 1742053, 1388793]"
"CBN-PdlC-A1-20190909","[1392608, 1394311, 1742052, 1395807, 1389628, 1394671, 1412857, 1397463, 1356301, 1360299, 1392611, 1361372, 1519650, 1394655, 1397046]"
"CBN-PdlC-A1-20200629","[1390933, 1359849, 1361820, 1390790, 1390539, 1722454, 1395966, 1394613, 1390760, 1390800, 1361369, 1389603, 1737426, 1399151, 1414356]"
"CBN-PdlC-A1-20200722","[1392608, 1412857, 1395807, 1392535, 1394540, 1742052, 1394643, 1394380, 1392539, 1395974, 1360299, 1392534, 1396408, 1394908, 1388793]"
"CBN-PdlC-A1-20200812","[1392608, 1742052, 1395807, 1412857, 1391755, 1392611, 1742053, 1392558, 1394540, 1395974, 1392535, 1360299, 1363630, 1394554, 1392566]"
"CBN-PdlC-A2-20130807","[1395807, 1412857, 1392535, 1392565, 1362471, 1395132, 1394910, 1397468, 1397500, 1393927, 1741808, 1395974, 1394366, 1390639, 1394911]"
"CBN-PdlC-A2-20130903","[1395807, 1392535, 1394643, 1396362, 1388793, 1393200, 1389929, 1361425, 1392539, 1742052, 1412857, 1396464, 1390639, 1362471, 1357416]"
"CBN-PdlC-A2-20140721","[1392535, 1395807, 1519650, 1412857, 1396408, 1395942, 1393679, 1529402, 1388793, 1394540, 1395974, 1741808, 1394911, 1393200, 1392558]"
"CBN-PdlC-A2-20140901","[1392535, 1389929, 1412857, 1392553, 1742052, 1394643, 1396362, 1359835, 1395807, 1388793, 1393314, 1395974, 1647128, 1392539, 1743422]"
"CBN-PdlC-A2-20150720","[1395807, 1392535, 1412857, 1394910, 1395974, 1396408, 1400096, 1742052, 1397468, 1393200, 1362273, 1728588, 1391331, 1396869, 1489036]"
"CBN-PdlC-A2-20150810","[1412857, 1392535, 1395807, 1391092, 1393200, 1394643, 1394542, 1388793, 1392558, 1359835, 1742052, 1394540, 1392539, 1356350, 1396408]"
"CBN-PdlC-A2-20150831","[1392535, 1395807, 1412857, 1394910, 1393200, 1395974, 1394643, 1392558, 1394542, 1394540, 1396408, 1519650, 1742053, 1394554, 1742052]"
"CBN-PdlC-A2-20160705","[1393200, 1392535, 1396185, 1412857, 1395974, 1394911, 1392534, 1395942, 1397535, 1362273, 1394643, 1394554, 1395807, 1392553, 1720959]"
"CBN-PdlC-A2-20160726","[1392535, 1395807, 1393200, 1396144, 1412857, 1741880, 1362396, 1392553, 1388793, 1393824, 1397535, 1394540, 1397500, 1396857, 1396869]"
"CBN-PdlC-A2-20170816","[1395807, 1412857, 1393200, 1396144, 1392535, 1737701, 1397046, 1394641, 1388793, 1396869, 1395870, 1395974, 1398471, 1394540, 1396857]"
"CBN-PdlC-A2-20180702","[1392535, 1397535, 1394643, 1395174, 1393200, 1395974, 1394911, 1396408, 1392534, 1737507, 1664563, 1412857, 1397565, 1395807, 1397500]"
"CBN-PdlC-A2-20180723","[1393200, 1392535, 1395807, 1394643, 1388793, 1396869, 1394910, 1396408, 1389929, 1392539, 1394540, 1395974, 1622901, 1412857, 1390690]"
"CBN-PdlC-A2-20180815","[1395807, 1412857, 1393200, 1392611, 1394542, 1392608, 1393657, 1392558, 1392535, 1395862, 1389244, 1512231, 1392552, 1392566, 1393314]"
