"quadrat_id","species_ids"
"2024-CEV3-20240602","[1362443, 1360187, 1392059, 1356275, 1363328]"
"CBN-PdlC-A1-20130807","[1395807, 1392608, 1394911, 1412857, 1394643]"
"CBN-PdlC-A1-20130903","[1392608, 1395807, 1394643, 1412857, 1392539]"
"CBN-PdlC-A1-20140721","[1395807, 1392608, 1412857, 1394911, 1394643]"
"CBN-PdlC-A1-20140811","[1395807, 1392608, 1412857, 1392539, 1394643]"
"CBN-PdlC-A1-20140901","[1392608, 1395807, 1394643, 1412857, 1392539]"
"CBN-PdlC-A1-20150701","[1392608, 1395807, 1394911, 1394643, 1392539]"
"CBN-PdlC-A1-20150720","[1392608, 1395807, 1412857, 1394643, 1394911]"
"CBN-PdlC-A1-20150831","[1392608, 1395807, 1412857, 1394643, 1742052]"
"CBN-PdlC-A1-20160705","[1392608, 1395807, 1412857, 1394911, 1394643]"
"CBN-PdlC-A1-20160726","[1392608, 1395807, 1412857, 1394643, 1392539]"
"CBN-PdlC-A1-20170816","[1392608, 1395807, 1412857, 1394643, 1392535]"
"CBN-PdlC-A1-20170906","[1392608, 1395807, 1412857, 1394643, 1392535]"
"CBN-PdlC-A1-20180702","[1392608, 1395807, 1394911, 1394643, 1392534]"
"CBN-PdlC-A1-20180815","[1395807, 1392608, 1412857, 1392558, 1394643]"
"CBN-PdlC-A1-20180905","[1392608, 1395807, 1412857, 1392558, 1394643]"
"CBN-PdlC-A1-20190701","[1392608, 1395807, 1394911, 1392535, 1392539]"
"CBN-PdlC-A1-20190722","[1395807, 1392608, 1412857, 1394643, 1395870]"
"CBN-PdlC-A1-20190812","[1395807, 1392608, 1412857, 1394643, 1392558]"
"CBN-PdlC-A1-20190909","[1392608, 1395807, 1412857, 1394643, 1392539]"
"CBN-PdlC-A1-20200629","[1395807, 1390539, 1390880, 1392558, 1394613]"
"CBN-PdlC-A1-20200722","[1395807, 1392608, 1412857, 1394643, 1392539]"
"CBN-PdlC-A1-20200812","[1392608, 1395807, 1412857, 1394643, 1392558]"
"CBN-PdlC-A2-20130807","[1395807, 1412857, 1394911, 1392608, 1394643]"
"CBN-PdlC-A2-20130903","[1395807, 1394643, 1392608, 1393200, 1392539]"
"CBN-PdlC-A2-20140721","[1395807, 1412857, 1392539, 1394643, 1392608]"
"CBN-PdlC-A2-20140901","[1395807, 1412857, 1394643, 1392539, 1392535]"
"CBN-PdlC-A2-20150720","[1395807, 1412857, 1392608, 1394643, 1394910]"
"CBN-PdlC-A2-20150810","[1395807, 1412857, 1392608, 1394643, 1392539]"
"CBN-PdlC-A2-20150831","[1395807, 1412857, 1392608, 1392535, 1394643]"
"CBN-PdlC-A2-20160705","[1395807, 1393200, 1412857, 1394911, 1392608]"
"CBN-PdlC-A2-20160726","[1395807, 1393200, 1412857, 1392535, 1392539]"
"CBN-PdlC-A2-20170816","[1395807, 1412857, 1393200, 1392608, 1394643]"
"CBN-PdlC-A2-20180702","[1395807, 1394643, 1394911, 1393200, 1392608]"
"CBN-PdlC-A2-20180723","[1395807, 1393200, 1392539, 1392608, 1394643]"
"CBN-PdlC-A2-20180815","[1395807, 1412857, 1392608, 1393200, 1392558]"
"CBN-PdlC-A2-20180905","[1395807, 1412857, 1392608, 1392558, 1392535]"
"CBN-PdlC-A2-20190701","[1395807, 1392608, 1393200, 1394911, 1392534]"
"CBN-PdlC-A2-20190722","[1395807, 1412857, 1393200, 1392608, 1394643]"
"CBN-PdlC-A2-20190812","[1395807, 1412857, 1392608, 1394643, 1393200]"
"CBN-PdlC-A2-20190909","[1395807, 1412857, 1394643, 1392608, 1392539]"
"CBN-PdlC-A2-20200629","[1395807, 1392608, 1392323, 1360299, 1393200]"
"CBN-PdlC-A2-20200722","[1395807, 1412857, 1392539, 1392608, 1394643]"
"CBN-PdlC-A2-20200812","[1395807, 1412857, 1392608, 1394910, 1393200]"
"CBN-PdlC-A3-20130807","[1395807, 1392608, 1394643, 1412857, 1392535]"
"CBN-PdlC-A3-20130903","[1395807, 1392608, 1394643, 1412857, 1393200]"
"CBN-PdlC-A3-20140721","[1392608, 1395807, 1393200, 1412857, 1394643]"
"CBN-PdlC-A3-20140811","[1395807, 1392608, 1412857, 1394643, 1392539]"
"CBN-PdlC-A3-20140901","[1392608, 1395807, 1412857, 1394643, 1392539]"
"CBN-PdlC-A3-20150701","[1392608, 1395807, 1394643, 1412857, 1393200]"
"CBN-PdlC-A3-20150720","[1395807, 1392608, 1412857, 1394643, 1393200]"
"CBN-PdlC-A3-20150810","[1395807, 1392608, 1412857, 1394643, 1392539]"
"CBN-PdlC-A3-20150831","[1392608, 1395807, 1412857, 1394643, 1393200]"
"CBN-PdlC-A3-20160705","[1392608, 1412857, 1395807, 1393200, 1394643]"
"CBN-PdlC-A3-20160726","[1395807, 1392608, 1412857, 1393200, 1394643]"
"CBN-PdlC-A3-20170816","[1395807, 1392608, 1412857, 1394643, 1392539]"
"CBN-PdlC-A3-20170906","[1395807, 1412857, 1392608, 1394643, 1393200]"
"CBN-PdlC-A3-20180702","[1394643, 1395807, 1392608, 1393200, 1392534]"
"CBN-PdlC-A3-20180723","[1395807, 1392608, 1392539, 1394643, 1393200]"
"CBN-PdlC-A3-20180815","[1395807, 1392608, 1412857, 1394643, 1393200]"
"CBN-PdlC-A3-20180905","[1412857, 1395807, 1392608, 1392558, 1394643]"
"CBN-PdlC-A3-20190701","[1395807, 1393200, 1392534, 1392608, 1392535]"
"CBN-PdlC-A3-20190722","[1395807, 1392608, 1412857, 1393200, 1394643]"
"CBN-PdlC-A3-20190812","[1395807, 1392608, 1412857, 1393200, 1394643]"
"CBN-PdlC-A3-20190909","[1395807, 1392608, 1412857, 1394643, 1359835]"
"CBN-PdlC-A3-20200629","[1395807, 1392323, 1392608, 1395990, 1394613]"
"CBN-PdlC-A3-20200722","[1392608, 1395807, 1412857, 1393200, 1394643]"
"CBN-PdlC-A3-20200812","[1395807, 1392608, 1412857, 1393200, 1392539]"
"CBN-PdlC-A4-20130807","[1395807, 1392608, 1397475, 1393200, 1392534]"
"CBN-PdlC-A4-20130903","[1392608, 1395807, 1397475, 1393200, 1392539]"
"CBN-PdlC-A4-20140811","[1392608, 1395807, 1393200, 1397475, 1412857]"
"CBN-PdlC-A4-20140901","[1392608, 1397475, 1395807, 1393200, 1359835]"
"CBN-PdlC-A4-20150701","[1392608, 1395807, 1393200, 1397475, 1394911]"
"CBN-PdlC-A4-20150810","[1392608, 1395807, 1397475, 1393200, 1392539]"
"CBN-PdlC-A4-20150831","[1392608, 1395807, 1397475, 1393200, 1392558]"
"CBN-PdlC-A4-20160705","[1392608, 1393200, 1397475, 1395807, 1394911]"
