"quadrat_id","species_ids"
"2024-CEV3-20240602","[1360187, 1395045, 1362443, 1360203, 1395114]"
"CBN-PdlC-A1-20130807","[1392608, 1395807, 1394911, 1392535, 1412857]"
"CBN-PdlC-A1-20130903","[1392608, 1742052, 1394641, 1622901, 1412857]"
"CBN-PdlC-A1-20140721","[1412857, 1392608, 1394911, 1392535, 1395807]"
"CBN-PdlC-A1-20140811","[1392608, 1412857, 1395807, 1742052, 1519650]"
"CBN-PdlC-A1-20140901","[1392608, 1742052, 1394643, 1388793, 1412857]"
"CBN-PdlC-A1-20150701","[1394911, 1392608, 1392535, 1395807, 1397535]"
"CBN-PdlC-A1-20150720","[1392608, 1412857, 1392535, 1395807, 1742052]"
"CBN-PdlC-A1-20150831","[1412857, 1392608, 1742052, 1394643, 1519650]"
"CBN-PdlC-A1-20160705","[1394911, 1412857, 1392608, 1392535, 1397535]"
"CBN-PdlC-A1-20160726","[1392608, 1392535, 1412857, 1742052, 1395807]"
"CBN-PdlC-A1-20170816","[1742052, 1392608, 1412857, 1392535, 1392553]"
"CBN-PdlC-A1-20170906","[1412857, 1392608, 1392611, 1742052, 1395807]"
"CBN-PdlC-A1-20180702","[1664563, 1394911, 1397535, 1392608, 1397565]"
"CBN-PdlC-A1-20180815","[1412857, 1392608, 1395807, 1359835, 1392558]"
"CBN-PdlC-A1-20180905","[1412857, 1392608, 1360299, 1395807, 1392558]"
"CBN-PdlC-A1-20190701","[1394911, 1556096, 1394270, 1392535, 1392608]"
"CBN-PdlC-A1-20190722","[1392608, 1395807, 1742052, 1394540, 1394554]"
"CBN-PdlC-A1-20190812","[1392608, 1742052, 1412857, 1395807, 1392611]"
"CBN-PdlC-A1-20190909","[1392608, 1742052, 1394311, 1412857, 1395807]"
"CBN-PdlC-A1-20200629","[1390933, 1390760, 1361820, 1390790, 1390800]"
"CBN-PdlC-A1-20200722","[1392608, 1395807, 1742052, 1392535, 1412857]"
"CBN-PdlC-A1-20200812","[1392608, 1742052, 1412857, 1395807, 1394540]"
"CBN-PdlC-A2-20130807","[1395807, 1397468, 1412857, 1395974, 1741808]"
"CBN-PdlC-A2-20130903","[1395807, 1388793, 1394643, 1392535, 1396362]"
"CBN-PdlC-A2-20140721","[1392535, 1395807, 1396408, 1395974, 1412857]"
"CBN-PdlC-A2-20140901","[1392535, 1389929, 1412857, 1394643, 1388793]"
"CBN-PdlC-A2-20150720","[1395807, 1412857, 1395974, 1397468, 1392535]"
"CBN-PdlC-A2-20150810","[1412857, 1395807, 1392535, 1394540, 1388793]"
"CBN-PdlC-A2-20150831","[1395807, 1412857, 1392535, 1395974, 1742052]"
"CBN-PdlC-A2-20160705","[1392535, 1395974, 1394911, 1393200, 1412857]"
"CBN-PdlC-A2-20160726","[1395807, 1392535, 1393200, 1412857, 1394540]"
"CBN-PdlC-A2-20170816","[1395807, 1412857, 1392535, 1393200, 1388793]"
"CBN-PdlC-A2-20180702","[1397535, 1395974, 1392535, 1394911, 1394910]"
"CBN-PdlC-A2-20180723","[1395807, 1393200, 1388793, 1392535, 1392539]"
"CBN-PdlC-A2-20180815","[1412857, 1395807, 1393200, 1392558, 1394542]"
"CBN-PdlC-A2-20180905","[1395807, 1412857, 1392535, 1392558, 1742053]"
"CBN-PdlC-A2-20190701","[1392535, 1394911, 1397500, 1556096, 1393200]"
"CBN-PdlC-A2-20190722","[1395807, 1412857, 1395974, 1393200, 1742052]"
"CBN-PdlC-A2-20190812","[1395807, 1412857, 1742052, 1391331, 1394542]"
"CBN-PdlC-A2-20190909","[1395807, 1412857, 1392662, 1394643, 1394910]"
"CBN-PdlC-A2-20200629","[1390933, 1390966, 1356355, 1390790, 1360299]"
"CBN-PdlC-A2-20200722","[1395807, 1412857, 1395974, 1392535, 1392539]"
"CBN-PdlC-A2-20200812","[1395807, 1742053, 1412857, 1394910, 1395974]"
"CBN-PdlC-A3-20130807","[1395807, 1392608, 1392535, 1394643, 1397535]"
"CBN-PdlC-A3-20130903","[1392608, 1395807, 1394643, 1412857, 1392541]"
"CBN-PdlC-A3-20140721","[1392608, 1393200, 1412857, 1395807, 1394643]"
"CBN-PdlC-A3-20140811","[1412857, 1392608, 1395807, 1394643, 1392539]"
"CBN-PdlC-A3-20140901","[1412857, 1392608, 1394643, 1392539, 1393200]"
"CBN-PdlC-A3-20150701","[1392608, 1394643, 1412857, 1397535, 1394911]"
"CBN-PdlC-A3-20150720","[1392608, 1412857, 1395807, 1742052, 1394643]"
"CBN-PdlC-A3-20150810","[1412857, 1392608, 1394643, 1395807, 1392539]"
"CBN-PdlC-A3-20150831","[1412857, 1394643, 1392608, 1742052, 1742053]"
"CBN-PdlC-A3-20160705","[1412857, 1393200, 1392608, 1397535, 1394911]"
"CBN-PdlC-A3-20160726","[1412857, 1393200, 1392608, 1395807, 1394643]"
"CBN-PdlC-A3-20170816","[1412857, 1394643, 1392539, 1392608, 1737507]"
"CBN-PdlC-A3-20170906","[1412857, 1392558, 1394643, 1394366, 1742053]"
"CBN-PdlC-A3-20180702","[1394643, 1397535, 1392535, 1392534, 1556096]"
"CBN-PdlC-A3-20180723","[1392539, 1394643, 1392608, 1392535, 1412857]"
"CBN-PdlC-A3-20180815","[1412857, 1394643, 1394540, 1362271, 1393200]"
"CBN-PdlC-A3-20180905","[1412857, 1392558, 1742053, 1394643, 1519650]"
"CBN-PdlC-A3-20190701","[1397535, 1392534, 1392535, 1393200, 1741808]"
"CBN-PdlC-A3-20190722","[1412857, 1392608, 1395807, 1393200, 1394643]"
"CBN-PdlC-A3-20190812","[1412857, 1392608, 1395807, 1742053, 1742052]"
"CBN-PdlC-A3-20190909","[1412857, 1395807, 1392608, 1394540, 1359835]"
